281888,425,2753053
376311,20,4488
303581,18,3844
338064,25,8556
344275,23,6706
979272,1,12
280864,17,3421
351531,11,1511
342243,25,7900
200162,54,152188
186815,41,43012
393122,20,4950
108962,82,2495498
255289,22,6134
1014588,1,18
339084,23,6630
1013602,1,0
1018535,1,0
308038,23,6808
1014030,1,0
1012692,1,0
211067,5,405
1012625,1,0
185309,9,972
-1,-1
-1,-1
-1,-1
140256,7
38831,7
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
79093,146
-1,-1
-1,-1

