19274,1929,92553472
24097,88,4578395
19199,90,5349114
23478,96,10108159
19121,97,11547904
20706,92,6864519
21120,75,1252033
16478,94,8414307
19571,88,4674107
21664,82,2672017
23651,80,2173399
29730,85,3261840
74113,87,4021563
14853,90,5383377
18079,77,1539246
19978,81,2211598
19575,82,2601213
19531,80,2018113
44105,73,1083868
18252,91,6163895
22908,86,3884334
18068,68,606264
49652,73,1035937
23513,74,1108270
-1,-1
16165,5
-1,-1
21145,240
17977,12
28749,26
25063,58
16162,121
11685,20
11282,3
-1,-1
-1,-1
-1,-1
19615,379
-1,-1
-1,-1
12079,156
-1,-1
-1,-1
1053,118
3397,71
-1,-1
-1,-1
-1,-1
11523,75
-1,-1
11385,78
-1,-1
-1,-1
5722,81
-1,-1
12397,44
-1,-1
3549,127
9733,907
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
11171,21
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
48988,221
3682,145
7755,837

