27432,1837,63809469
29179,84,3038905
36253,78,1725717
28961,94,8236101
27988,93,7737740
27688,89,4860266
27939,71,895797
22334,91,6213951
22774,86,3875058
55399,73,1031181
39937,74,1176908
33592,83,2900844
76396,86,3617117
32821,81,2222245
19549,76,1379777
30877,77,1499305
31294,74,1166383
26110,77,1550894
54294,70,738335
29591,87,3989277
22657,86,3810363
19048,66,547621
54869,71,819977
26065,70,775707
-1,-1
-1,-1
-1,-1
23731,208
8613,21
15070,47
31609,40
20004,96
26719,3
17726,1
-1,-1
-1,-1
-1,-1
19694,356
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
7225,62
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
47457,210
1021,404
17255,63

