43121,1686,33553647
43720,75,1269478
41028,75,1268568
39858,89,5103319
39616,87,4229494
31788,87,4149363
34822,70,786300
42810,81,2363700
55424,75,1212439
75965,70,737726
74785,66,517704
92752,70,749674
152367,70,748880
47698,75,1215347
39954,70,738655
54829,71,825660
40449,69,709909
62898,71,819611
40181,75,1242235
39010,80,1986420
58926,63,400609
35348,59,248450
35862,80,1998363
45877,58,231743
-1,-1
-1,-1
-1,-1
64500,41
58564,3
126497,2
42520,25
55338,11
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
23225,296
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
10237,57
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1

