121635,1020,2303561
105264,60,276969
153026,40,39884
119328,58,242039
113885,59,261603
115947,52,131956
131878,42,49100
154861,52,133190
189106,47,79049
183369,53,145210
152964,46,68599
189015,50,107380
190649,53,146750
164925,38,31527
210998,33,18363
178187,44,57872
111047,32,17651
166715,50,101333
144444,43,51028
100165,46,70578
138160,18,3670
117319,22,6037
87396,59,257076
139498,23,6697
-1,-1
-1,-1
-1,-1
89965,18
17367,12
85309,6
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1

