25960,1873,89038323
29034,85,3417673
21388,89,4915664
43455,88,4658806
18490,98,12526483
5880,99,19670668
20369,76,1391155
21406,92,7035556
25040,86,3844112
29710,80,2064163
24796,80,2171994
93924,70,803869
160818,70,757870
32098,85,3263042
18294,78,1635686
46291,73,1078368
25691,79,1893147
36669,76,1337552
15889,92,6741559
22430,90,5368658
37269,79,1799966
31509,61,313813
59404,70,790553
22268,77,1557966
-1,-1
10028,9
-1,-1
28766,180
73745,2
106523,4
15563,107
30770,58
19454,9
-1,-1
-1,-1
6074,274
-1,-1
24643,308
-1,-1
-1,-1
10490,302
-1,-1
-1,-1
2470,53
-1,-1
-1,-1
-1,-1
-1,-1
9153,123
8688,269
10147,110
-1,-1
-1,-1
-1,-1
-1,-1
25192,21
-1,-1
4371,110
20808,205
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
8430,52
-1,-1
-1,-1
15992,286

