11411,2046,221849938
5385,99,15038830
3697,99,15555055
4339,99,18316891
2562,99,35477821
1451,99,39445982
6704,85,3550661
3544,99,18390472
8663,95,9356835
46905,76,1374321
5303,93,7620057
23896,88,4391057
83124,87,4071629
12292,93,7245355
6421,88,4744020
36087,77,1486087
6677,92,6592859
26194,78,1796819
42291,76,1420053
4100,99,14254317
21013,89,5162308
19152,69,677029
21763,84,2958022
9236,83,2923458
-1,-1
-1,-1
-1,-1
3259,849
50434,5
6160,120
3731,325
2478,343
5375,50
8174,6
-1,-1
4720,402
573,2085
6067,855
-1,-1
-1,-1
4644,787
2746,335
-1,-1
-1,-1
102,808
1670,495
-1,-1
916,336
2416,393
6105,347
2579,383
-1,-1
678,892
2587,395
3470,71
19511,34
5860,72
3193,164
9112,1111
1594,447
-1,-1
-1,-1
-1,-1
-1,-1
922,177
801,262
4639,39
-1,-1
-1,-1
-1,-1
2068,791
-1,-1
-1,-1
-1,-1
-1,-1
4099,178
73704,164
4300,144
2407,1789

