34950,1815,58082888
54966,75,1220039
51802,75,1211334
44649,89,5221199
45412,87,4149312
48201,83,2728371
25152,75,1218875
34266,88,4466122
45921,80,2113305
56599,75,1211262
39314,76,1379999
86682,73,1058047
13898,99,13237553
32281,85,3308340
30345,74,1124336
45647,75,1210768
32679,77,1514887
43448,75,1224163
54525,72,935479
43751,80,2015628
22400,89,4931301
17835,70,793456
55058,73,1031614
30920,70,777498
-1,-1
-1,-1
-1,-1
30624,182
17525,15
16620,50
28731,56
35042,52
22021,8
22281,1
-1,-1
-1,-1
-1,-1
30792,251
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
11978,58
11974,98
5679,366
12917,88
-1,-1
-1,-1
-1,-1
-1,-1
19120,36
-1,-1
8322,53
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
1047,60
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
14609,617
-1,-1
-1,-1

