13463,2027,137241417
23274,90,5510506
14765,93,7435353
7442,99,15370345
13013,99,17475365
10091,99,15253597
13143,80,2136466
12046,97,11572324
22742,88,4734802
20315,85,3276765
14354,87,4074977
16930,91,6024975
117873,80,2168046
26047,86,3754231
13263,84,2952041
24372,80,2143125
10166,90,5520885
14255,82,2660568
29921,83,2823366
16581,93,7611430
19252,91,5940960
9452,80,2005202
14874,86,3814019
8569,84,2982069
-1,-1
-1,-1
-1,-1
10386,468
35073,8
28893,29
6455,234
12860,157
9320,31
6572,9
-1,-1
2659,602
-1,-1
9259,725
-1,-1
-1,-1
6282,654
3395,285
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
4495,267
13301,214
8982,147
-1,-1
-1,-1
5152,157
-1,-1
17864,39
-1,-1
-1,-1
8111,1263
5336,100
-1,-1
-1,-1
-1,-1
-1,-1
729,230
-1,-1
12794,22
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
90227,117
4331,148
11934,660

