39965,1755,65752087
40863,80,1987719
37716,80,1989180
38084,91,6424046
41999,88,4547437
45432,83,2830608
38169,70,787841
40580,84,3091516
25838,86,3899272
72363,71,838037
89964,65,450398
4808,99,13058040
26343,99,13057919
26339,86,3598140
56474,62,364440
47527,74,1098521
45912,68,646662
32786,76,1433519
79738,60,287833
39879,81,2337087
37720,79,1944454
60527,47,82657
59974,71,821923
55464,55,174838
-1,-1
-1,-1
-1,-1
31727,166
86666,2
73322,9
17525,98
33144,54
35684,2
20521,1
-1,-1
-1,-1
-1,-1
34251,183
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
7579,302
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
30429,17
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
36510,479
-1,-1
-1,-1

