10333,2020,155075222
9745,97,10733743
16505,90,5391268
6039,99,14971006
6159,99,22142688
5409,99,17986747
8540,82,2470095
5397,99,14411845
19597,87,4122242
37456,76,1423914
11505,87,4031021
25626,85,3358570
138707,70,766832
4490,96,9818419
5412,88,4450089
18487,80,2132058
11811,86,3747046
13955,81,2224544
13818,92,6670932
5457,98,11986894
13638,91,6060577
10306,74,1144575
29491,81,2297165
8147,83,2732952
-1,-1
15688,5
-1,-1
12829,339
-1,-1
43996,15
9260,149
9292,167
17926,7
17891,1
-1,-1
4423,245
961,1358
9939,558
2588,5
-1,-1
3345,765
2491,231
-1,-1
1577,53
8157,10
5721,28
-1,-1
4224,91
4650,192
427,956
5520,164
-1,-1
3108,219
-1,-1
8045,4
9839,42
11717,1
12666,4
3017,1940
3959,55
5194,116
-1,-1
-1,-1
-1,-1
4290,8
7180,24
-1,-1
-1,-1
-1,-1
9124,6
-1,-1
14314,1
-1,-1
-1,-1
6758,50
66973,39
2859,129
5015,1000

